danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,Label
0.279,0.993,11,-2.67,0,0.209,0.000278,0.000394,0.197,0.107,88.553,1
0.395,0.988,11,-4.063,0,0.246,0.000128,0.000244,0.134,0.189,107.684,1
0.223,0.989,7,-3.952,1,0.383,0.000122,0.759,0.552,0.051,86.323,1
0.302,0.976,6,-4.591,1,0.147,0.00383,2.3e-06,0.583,0.6809999999999999,168.946,1
0.499,0.97,0,-2.838,1,0.116,0.000683,0.136,0.0871,0.0506,106.558,1
0.263,0.978,11,-6.669,0,0.455,0.00189,0.0403,0.894,0.0769,90.803,1
0.295,0.961,2,-4.605,1,0.0997,2.4e-05,0.67,0.203,0.196,136.882,1
0.32299999999999995,0.982,2,-3.239,1,0.147,0.00269,2.41e-06,0.301,0.321,124.711,1
0.467,0.992,11,-3.218,0,0.175,7.8e-05,0.00175,0.41,0.317,115.209,1
0.327,0.994,11,-4.023,0,0.252,7.55e-05,0.00848,0.434,0.16,111.737,1
0.318,0.991,1,-2.965,1,0.165,0.000156,0.00132,0.128,0.261,97.719,1
0.325,0.986,7,-2.757,1,0.225,0.000655,4.33e-06,0.0224,0.142,135.637,1
0.382,0.996,7,-4.119,1,0.104,0.0020800000000000003,0.0,0.417,0.327,93.345,1
0.331,0.946,7,-4.599,1,0.0775,0.0309,5.62e-06,0.254,0.534,139.965,1
0.293,0.997,4,-4.364,0,0.217,0.000463,3.950000000000001e-05,0.415,0.13,100.348,1
0.334,0.99,1,-3.961,1,0.187,0.000779,0.0,0.0744,0.395,145.162,1
0.28300000000000003,0.978,6,-5.612,1,0.18,0.000105,0.0735,0.252,0.399,166.178,1
0.462,0.996,11,-2.9730000000000003,0,0.231,5.8e-05,0.00377,0.139,0.145,122.072,1
0.49,0.0803,7,-13.22,1,0.0522,0.945,0.0,0.0939,0.376,76.646,1
0.612,0.163,2,-16.183,1,0.0568,0.994,0.0021100000000000003,0.104,0.573,110.326,1
0.518,0.24,0,-11.015,1,0.0426,0.8290000000000001,0.0,0.982,0.19,119.073,1
0.527,0.34700000000000003,7,-13.107,1,0.0413,0.735,0.519,0.214,0.519,112.165,1
0.662,0.244,8,-15.322,1,0.0399,0.872,0.157,0.104,0.5720000000000001,113.461,1
0.615,0.0965,10,-15.977,1,0.0551,0.902,0.0,0.691,0.6409999999999999,139.812,1
0.586,0.18,0,-14.076,1,0.0329,0.888,7.65e-06,0.238,0.6409999999999999,82.161,1
0.633,0.507,5,-10.171,1,0.0325,0.215,0.0,0.209,0.677,104.868,1
0.593,0.395,1,-9.783,1,0.0283,0.748,1.79e-06,0.122,0.639,78.134,1
0.306,0.188,1,-16.088,1,0.0352,0.8220000000000001,5.53e-06,0.0767,0.418,210.752,1
0.9,0.693,11,-3.989,0,0.0751,0.0245,0.00278,0.04,0.8640000000000001,107.021,0
0.7090000000000001,0.565,5,-6.395,0,0.0471,0.00209,0.0125,0.0901,0.5710000000000001,112.203,0
0.818,0.787,6,-5.363,0,0.097,0.062,0.000453,0.0668,0.899,106.997,0
0.7340000000000001,0.856,6,-4.592,0,0.056,0.0642,0.000475,0.0442,0.67,115.027,0
0.905,0.657,11,-4.901,1,0.0376,0.0827,3.17e-05,0.173,0.659,110.001,0
0.7170000000000001,0.877,0,-4.266,1,0.0375,0.0136,0.000814,0.0616,0.794,111.0,0
0.81,0.924,0,-4.02,0,0.0356,0.119,8.73e-05,0.149,0.868,108.016,0
0.6859999999999999,0.805,6,-3.094,1,0.0991,0.13699999999999998,0.0,0.068,0.87,172.05900000000003,0
0.732,0.888,7,-2.415,1,0.0792,0.0702,2.74e-06,0.379,0.674,93.993,0
0.757,0.725,0,-4.86,0,0.0315,0.185,5.56e-05,0.568,0.883,92.96,0
0.7140000000000001,0.852,8,-6.57,1,0.0565,0.0819,0.0,0.285,0.919,92.016,0
0.636,0.489,9,-8.097999999999999,1,0.0263,0.337,0.0,0.29100000000000004,0.297,125.616,0
0.659,0.866,8,-5.789,1,0.0351,0.165,3.65e-05,0.0988,0.765,100.997,0
0.741,0.622,8,-5.877999999999999,1,0.0404,0.008870000000000001,0.0005009999999999999,0.15,0.625,122.013,0
0.648,0.664,4,-6.617000000000001,0,0.16399999999999998,0.25,1.18e-06,0.33,0.484,127.917,0
0.667,0.898,1,-1.843,0,0.0448,0.00293,0.000722,0.159,0.7509999999999999,110.056,0
0.759,0.6990000000000001,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,0
0.7509999999999999,0.8340000000000001,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,0
0.7070000000000001,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.8420000000000001,108.049,0
0.765,0.7909999999999999,8,-5.7070000000000025,1,0.0317,0.262,0.000154,0.0669,0.966,95.026,0
0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,0
0.7879999999999999,0.8440000000000001,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,0
0.7240000000000001,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,0
0.7909999999999999,0.733,6,-5.215,0,0.052000000000000005,0.147,0.000381,0.0713,0.7609999999999999,114.98,0
0.745,0.742,10,-5.693,1,0.0259,0.42,0.0,0.102,0.8059999999999999,95.996,0
0.748,0.939,0,-4.288,0,0.0341,0.0534,0.0,0.32,0.96,104.001,0
0.847,0.843,5,-3.579,0,0.106,0.415,0.000134,0.107,0.963,110.027,0
0.774,0.847,5,-3.925,0,0.121,0.0279,0.0183,0.241,0.923,143.011,0
0.7170000000000001,0.5870000000000001,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954,0
0.629,0.8240000000000001,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,0
0.769,0.638,11,-5.0539999999999985,1,0.21600000000000005,0.0902,0.0,0.0857,0.782,115.007,0
0.6970000000000001,0.7090000000000001,5,-1.917,0,0.0455,0.0452,0.0,0.138,0.787,134.91,0
0.696,0.7340000000000001,7,-5.294,1,0.0298,0.0485,0.0,0.183,0.711,107.987,0
0.693,0.705,8,-5.747000000000001,1,0.0665,0.0228,0.0,0.202,0.45,131.951,0
0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,0
0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,0
0.633,0.922,11,-4.842,0,0.0454,0.116,0.000465,0.071,0.6859999999999999,84.11,0
0.682,0.894,0,-1.73,0,0.0727,0.0381,0.0,0.416,0.845,95.992,0
0.677,0.965,8,-2.355,1,0.0426,0.0931,0.000108,0.345,0.7490000000000001,101.068,0
0.7120000000000001,0.911,5,-3.866,0,0.0445,0.6890000000000001,8.02e-06,0.107,0.85,117.533,0
0.632,0.7559999999999999,4,-6.567,1,0.0417,0.159,0.0,0.273,0.713,138.96,0
0.534,0.5429999999999999,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.99600000000002,0
0.7509999999999999,0.937,10,-4.436,0,0.108,0.0122,0.0,0.0639,0.662,111.029,0
0.642,0.722,4,-4.845,0,0.16699999999999998,0.293,0.0,0.337,0.513,127.959,0
0.648,0.722,0,-4.813,0,0.0427,0.0103,0.0,0.24,0.389,132.97299999999998,0
0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.98100000000002,0
0.7090000000000001,0.728,9,-1.643,1,0.185,0.000811,0.105,0.564,0.5720000000000001,180.107,0
0.828,0.662,7,-6.419,1,0.0461,0.0394,2.02e-05,0.191,0.847,105.014,0
0.8079999999999999,0.7609999999999999,10,-5.614,0,0.0512,0.23,0.0,0.674,0.92,110.965,0
0.847,0.8009999999999999,9,-3.838,1,0.0564,0.0876,0.000204,0.7659999999999999,0.841,93.189,0
0.845,0.935,4,-3.262,1,0.0671,0.0278,3.59e-05,0.37,0.962,129.94299999999998,0
0.8079999999999999,0.745,6,-5.551,0,0.201,0.00836,0.0,0.815,0.79,147.04,0
0.7140000000000001,0.818,6,-7.524,1,0.189,0.0431,0.0,0.122,0.637,96.021,0
0.871,0.883,11,-5.075,0,0.105,0.0155,0.0,0.14,0.581,125.037,0
0.6629999999999999,0.861,7,-3.398,0,0.109,0.0338,0.0,0.08199999999999999,0.654,119.963,0
0.75,0.8909999999999999,9,-3.751,1,0.226,0.0246,6.24e-06,0.057,0.5529999999999999,128.076,0
0.794,0.695,1,-6.692,1,0.15,0.00355,0.0,0.0883,0.364,108.071,0
0.7290000000000001,0.911,0,-4.5,1,0.045,0.00205,1.39e-06,0.295,0.74,127.087,0
0.573,0.856,9,-4.807,1,0.371,0.0204,4.93e-05,0.179,0.515,139.317,0
0.851,0.629,1,-8.385,1,0.175,0.00705,0.000372,0.0746,0.789,125.984,0
0.6629999999999999,0.861,7,-3.398,0,0.109,0.0338,0.0,0.08199999999999999,0.654,119.963,0
0.85,0.631,1,-8.401,1,0.227,0.006840000000000001,0.000406,0.0679,0.738,126.002,0
0.8170000000000001,0.733,2,-6.009,1,0.145,0.0152,4.31e-05,0.107,0.833,127.056,0
0.82,0.731,9,-6.02,1,0.159,0.0133,1.94e-05,0.131,0.7929999999999999,127.076,0
0.858,0.6559999999999999,6,-4.96,0,0.358,0.114,0.0,0.141,0.969,59.972,0
0.7909999999999999,0.782,10,-4.012,0,0.247,0.00446,4.8e-06,0.267,0.897,123.975,0
0.7979999999999999,0.895,5,-7.811,1,0.21600000000000005,0.177,0.0,0.358,0.784,127.967,0
0.5920000000000001,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,0
0.529,0.612,10,-8.794,1,0.052000000000000005,0.253,0.0,0.246,0.434,119.272,0
0.5579999999999999,0.934,10,-4.072,0,0.0355,0.0185,0.21,0.275,0.385,130.00799999999998,0
0.63,0.6659999999999999,7,-7.186,1,0.045,0.0481,0.000567,0.104,0.28800000000000003,115.973,0
0.639,0.843,5,-3.393,1,0.0334,0.0386,0.0829,0.108,0.317,135.002,0
0.584,0.89,1,-5.941,0,0.0343,0.047,0.8140000000000001,0.309,0.466,126.04,0
0.6859999999999999,0.581,9,-5.9110000000000005,1,0.112,0.000276,0.1,0.3,0.253,124.995,0
0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,0
0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,0
0.527,0.835,6,-5.297999999999999,1,0.0433,0.0166,0.0,0.249,0.654,125.983,0
0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,0
0.601,0.8340000000000001,1,-6.573,0,0.0358,0.0295,0.888,0.34,0.35200000000000004,125.991,0
0.556,0.885,6,-4.045,1,0.0321,0.007859999999999999,1.95e-06,0.138,0.7709999999999999,125.997,0
0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.07399999999998,0
0.59,0.7240000000000001,0,-3.278,1,0.0439,0.04,4.07e-05,0.142,0.526,127.059,0
0.52,0.823,0,-5.152,1,0.0363,0.000364,0.289,0.14,0.158,127.981,0
0.46,0.85,2,-3.176,1,0.0616,0.00557,0.00533,0.217,0.557,124.014,0
0.46,0.85,2,-3.176,1,0.0616,0.00557,0.00533,0.217,0.557,124.014,0
0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,0
0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,0
0.608,0.947,0,-3.932,1,0.055,0.0798,0.759,0.355,0.667,128.224,0
0.516,0.8059999999999999,2,-5.132999999999999,1,0.0538,0.00389,0.000674,0.115,0.5770000000000001,124.118,0
0.483,0.746,1,-7.718,1,0.0525,0.117,0.00355,0.0853,0.9,127.67,0
0.365,0.946,6,-7.079,1,0.108,0.415,0.00177,0.976,0.31,121.288,0
0.527,0.948,6,-5.325,1,0.0494,0.281,5.27e-05,0.224,0.8420000000000001,153.395,0
0.643,0.912,6,-5.235,1,0.0812,0.363,0.012,0.0767,0.939,146.863,0
0.363,0.94,11,-7.93,1,0.0882,0.0758,0.284,0.964,0.276,126.458,0
0.365,0.961,1,-5.63,1,0.113,0.29600000000000004,0.00551,0.8959999999999999,0.236,129.454,0
0.489,0.675,3,-7.474,1,0.0359,0.535,7.56e-06,0.165,0.386,114.535,0
0.574,0.773,8,-6.9129999999999985,1,0.0537,0.618,0.0,0.125,0.7440000000000001,128.83,0
0.422,0.877,11,-7.747999999999997,1,0.0934,0.0441,0.0,0.414,0.501,131.64,0
0.631,0.911,9,-6.444,1,0.0571,0.029,0.000196,0.0829,0.547,116.01,0
0.573,0.905,11,-4.833,1,0.108,0.109,0.00253,0.106,0.265,129.535,0
0.563,0.851,4,-7.874,1,0.0428,0.0129,5.24e-05,0.0793,0.596,118.961,0
0.422,0.7290000000000001,11,-8.576,1,0.0321,0.000246,0.237,0.0586,0.79,133.754,0
0.387,0.976,0,-5.268,0,0.132,0.207,0.0348,0.992,0.241,133.70600000000002,0
0.304,0.882,1,-6.1320000000000014,0,0.0421,0.0045,5.34e-05,0.426,0.591,99.334,0
0.34,0.957,9,-6.176,1,0.202,0.53,1.46e-06,0.0378,0.39,171.75,0
0.29600000000000004,0.965,5,-6.303,1,0.16699999999999998,0.0025800000000000003,7.94e-05,0.857,0.593,192.754,0
0.271,0.937,3,-6.2860000000000005,0,0.0649,0.0871,0.7659999999999999,0.969,0.333,151.395,0
0.633,0.821,1,-7.275,1,0.0729,0.0163,0.000424,0.0517,0.857,127.257,0
0.643,0.866,1,-7.666,1,0.0412,0.0858,4.49e-05,0.0934,0.92,125.869,0
0.386,0.986,8,-5.724,1,0.23,0.0924,0.274,0.976,0.234,135.185,0
0.7170000000000001,0.937,1,-3.703,1,0.0478,0.332,1.59e-05,0.0716,0.838,136.84,0
0.48,0.953,1,-5.345,1,0.0706,0.227,8.83e-05,0.444,0.562,140.37,0
0.598,0.737,1,-13.463,1,0.1,0.0227,0.0,0.135,0.8059999999999999,144.79,0
0.276,0.99,5,-7.465,0,0.159,0.00212,0.48,0.752,0.126,165.351,0
0.65,0.929,10,-5.323,0,0.0686,0.15,7.54e-05,0.16,0.662,139.26,0
0.515,0.792,1,-4.896,1,0.0572,0.115,6.32e-05,0.0601,0.95,161.332,0
0.722,0.79,8,-6.771,1,0.0312,0.0219,0.0,0.179,0.961,117.246,0
0.451,0.954,8,-5.925,1,0.17800000000000002,0.157,0.000187,0.981,0.464,137.059,0
0.249,0.954,1,-6.937,1,0.0916,0.12,0.597,0.97,0.343,78.868,0
0.426,0.957,0,-8.027999999999999,0,0.192,0.0159,0.0157,0.836,0.122,91.08,0
0.55,0.7120000000000001,8,-7.191,1,0.0709,0.478,0.0,0.0557,0.6679999999999999,133.987,0
0.53,0.934,8,-4.315,1,0.0731,0.0751,0.0,0.456,0.731,135.654,0
0.509,0.893,1,-6.831,0,0.0703,0.325,2.36e-06,0.154,0.8140000000000001,126.583,0
0.348,0.956,1,-7.011,1,0.141,0.173,0.179,0.968,0.27,128.97799999999998,0
0.557,0.833,4,-6.479,1,0.0311,0.255,2.5e-06,0.11,0.691,130.09799999999998,0
0.532,0.926,4,-6.026,1,0.0947,0.0712,0.0,0.0711,0.542,129.593,0
0.5379999999999999,0.821,4,-5.515,0,0.028,0.0721,1.04e-05,0.138,0.7190000000000001,120.402,0
0.388,0.943,1,-6.439,1,0.08199999999999999,0.0043100000000000005,0.0107,0.35,0.431,177.077,0
0.472,0.947,9,-5.506,1,0.203,0.00386,0.13699999999999998,0.3,0.32299999999999995,142.07299999999995,0
0.7609999999999999,0.68,4,-11.792,1,0.0374,0.168,4.49e-05,0.0945,0.926,128.739,0
0.662,0.823,6,-4.497,1,0.038,0.107,0.00172,0.0566,0.8490000000000001,133.612,0
0.174,0.43,3,-25.17,0,0.0515,0.951,0.936,0.93,0.0242,91.827,0
0.333,0.991,3,-5.659,0,0.184,0.0228,0.385,0.969,0.0679,121.813,0
0.355,0.968,6,-5.776,1,0.18,0.161,0.618,0.5670000000000001,0.172,143.286,0
0.217,0.956,9,-4.878,1,0.13699999999999998,0.00534,0.13,0.928,0.375,169.45,0
0.669,0.701,10,-7.172999999999999,0,0.0537,0.153,0.0109,0.409,0.923,128.85399999999998,0
0.568,0.889,4,-4.994,1,0.07400000000000001,0.245,0.0,0.0885,0.888,146.41,0
0.598,0.56,6,-6.221,1,0.0226,0.195,2.860000000000001e-05,0.241,0.535,87.973,0
0.129,0.358,10,-6.596,1,0.0314,0.631,0.0,0.0886,0.172,75.048,0
0.6990000000000001,0.784,1,-3.667,1,0.0401,0.0232,0.0,0.0857,0.858,97.982,0
0.5379999999999999,0.517,9,-7.309,1,0.0285,0.0838,0.0,0.226,0.182,136.049,0
0.5710000000000001,0.6970000000000001,0,-4.255,1,0.0294,0.00574,0.0,0.0775,0.636,181.987,0
0.626,0.532,9,-7.205,1,0.0276,0.29600000000000004,0.0,0.123,0.33,130.076,0
0.645,0.921,6,-5.256,0,0.0302,0.00809,1.0800000000000003e-05,0.407,0.8640000000000001,129.0,0
0.4920000000000001,0.593,0,-5.975,1,0.0255,0.098,0.0,0.257,0.329,144.134,0
0.664,0.787,0,-5.246,1,0.0239,0.038,0.0,0.193,0.588,102.95,0
0.532,0.525,4,-6.812,1,0.0295,0.0467,0.0,0.053,0.536,75.993,0
0.443,0.493,8,-7.956,1,0.0318,0.32299999999999995,0.0,0.21,0.28300000000000003,72.742,0
0.67,0.295,6,-9.7,1,0.0271,0.518,0.0,0.151,0.507,94.014,0
0.597,0.945,6,-3.845,1,0.0497,0.018000000000000002,0.0,0.0654,0.939,147.908,0
0.649,0.429,2,-7.43,1,0.0239,0.231,0.0,0.16399999999999998,0.243,92.011,0
0.422,0.396,9,-9.048,1,0.0306,0.579,0.0,0.12,0.319,141.09799999999996,0
0.7090000000000001,0.555,2,-3.506,1,0.0348,0.000269,0.0,0.0804,0.638,106.0,0
0.758,0.8690000000000001,9,-5.474,0,0.0568,0.146,0.0,0.0946,0.83,113.918,0
0.721,0.408,0,-10.998,1,0.0275,0.115,0.0,0.13699999999999998,0.171,113.122,0
0.792,0.8190000000000001,10,-4.933,0,0.0367,0.00564,0.00016299999999999998,0.175,0.515,108.056,0
0.672,0.407,7,-8.416,0,0.0263,0.241,0.0,0.377,0.37,134.143,0
0.4,0.754,7,-3.899,1,0.0348,0.0186,0.0,0.316,0.231,160.031,0
0.685,0.963,10,-2.675,1,0.0336,0.0254,6.65e-06,0.33,0.916,110.025,0
0.721,0.757,9,-4.4689999999999985,1,0.0269,0.0743,0.0,0.218,0.93,109.991,0
0.541,0.758,5,-3.626,1,0.0275,0.00126,0.0,0.0763,0.181,102.984,0
0.672,0.518,0,-8.281,0,0.0262,0.103,0.0,0.111,0.309,122.074,0
0.364,0.157,5,-14.76,0,0.0314,0.893,0.0,0.145,0.237,77.561,0
0.503,0.759,4,-4.124,1,0.0332,0.0273,0.0,0.112,0.257,141.959,0
0.774,0.792,0,-6.382999999999999,1,0.0286,0.151,0.0,0.103,0.8079999999999999,98.208,0
0.634,0.836,0,-4.601,0,0.0289,0.0396,0.0,0.113,0.5870000000000001,124.006,0
0.6829999999999999,0.585,7,-7.572999999999999,1,0.0745,0.0105,3.59e-05,0.0718,0.602,82.869,0
0.652,0.967,10,-3.772,1,0.0358,0.103,1.87e-05,0.578,0.782,108.03,0
0.775,0.816,0,-5.534,1,0.0281,0.16399999999999998,0.0,0.126,0.753,98.219,0
0.8,0.875,11,-4.952,0,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,0
0.792,0.8109999999999999,10,-5.198,0,0.0367,0.00602,0.000155,0.224,0.509,108.054,0
0.6890000000000001,0.6940000000000001,6,-5.83,0,0.027000000000000003,0.257,0.0,0.14800000000000002,0.482,99.039,0
0.6609999999999999,0.973,0,-2.994,0,0.037000000000000005,0.11,1.74e-05,0.617,0.75,108.037,0
0.575,0.7859999999999999,9,-4.353,1,0.0296,0.252,0.0,0.159,0.518,96.102,0
0.6890000000000001,0.7020000000000001,6,-5.642,0,0.0261,0.21600000000000005,0.0,0.159,0.484,99.031,0
0.519,0.589,7,-6.005,0,0.029,0.0885,0.0,0.153,0.341,161.99200000000005,0
0.63,0.625,6,-5.088,0,0.0252,0.231,0.0,0.0765,0.6829999999999999,167.998,0
0.735,0.873,10,-3.4930000000000003,0,0.0402,0.025,3.27e-06,0.265,0.586,108.021,0
0.731,0.574,1,-7.114,1,0.029,0.0644,0.0,0.0675,0.392,95.995,0
0.758,0.875,3,-4.518,0,0.0363,0.0851,0.0,0.227,0.91,112.966,0
0.696,0.8740000000000001,10,-3.318,0,0.0772,0.117,0.0,0.331,0.747,104.196,0
0.6629999999999999,0.934,5,-4.227,0,0.0348,0.0646,0.0,0.16399999999999998,0.621,110.031,0
0.4370000000000001,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,0
0.7759999999999999,0.944,8,-4.854,0,0.0404,0.073,0.0,0.0866,0.757,113.012,0
0.772,0.901,0,-3.568,1,0.0395,0.086,0.0,0.0761,0.8420000000000001,116.042,0
0.73,0.638,6,-5.32,0,0.0336,0.0999,0.0,0.131,0.893,103.049,0
0.568,0.782,6,-5.968,1,0.0396,0.0799,0.0,0.0985,0.481,141.942,0
0.6609999999999999,0.5479999999999999,6,-8.433,1,0.0234,0.365,0.0,0.111,0.537,93.0,0
0.58,0.7290000000000001,4,-6.705,0,0.0287,0.0102,0.0,0.0805,0.483,80.061,0
0.738,0.75,2,-5.034,0,0.135,0.0323,0.0,0.102,0.8009999999999999,96.112,0
0.627,0.583,5,-6.746,0,0.0366,0.327,0.0,0.142,0.299,129.674,0
0.446,0.468,11,-9.844,1,0.0323,0.235,0.0,0.0963,0.223,169.983,0
0.693,0.6659999999999999,10,-6.347,0,0.0422,0.00402,0.0,0.098,0.6509999999999999,92.015,0
0.735,0.8009999999999999,1,-5.067,1,0.0554,0.275,0.0,0.13699999999999998,0.4970000000000001,123.094,1
0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,1
0.62,0.574,0,-11.893,1,0.0421,0.272,0.0,0.0607,0.9,81.548,0
0.636,0.264,6,-14.567,0,0.0263,0.593,4.22e-05,0.275,0.264,99.304,0
0.6890000000000001,0.481,10,-7.502999999999999,1,0.0815,0.369,1.03e-06,0.0649,0.28300000000000003,80.025,0
0.578,0.7859999999999999,7,-6.549,1,0.0314,0.0953,0.00303,0.0683,0.6970000000000001,96.326,1
0.446,0.952,6,-5.3210000000000015,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,1
0.684,0.8190000000000001,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.99900000000005,0
0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,0
0.536,0.8440000000000001,6,-6.9179999999999975,0,0.058,0.0628,0.00084,0.0608,0.185,117.652,0
0.498,0.242,9,-12.238,1,0.0257,0.835,0.536,0.133,0.312,153.744,1
0.418,0.249,3,-13.744000000000002,1,0.0301,0.841,0.6609999999999999,0.112,0.213,82.803,1
0.262,0.606,8,-6.646,1,0.0484,0.247,0.0,0.125,0.275,189.857,0
0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575,1
0.5539999999999999,0.7829999999999999,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,0
0.22,0.44,8,-9.456,0,0.0352,0.503,0.862,0.12,0.13,79.095,1
0.6509999999999999,0.695,6,-3.218,1,0.0487,0.23,0.0,0.14400000000000002,0.569,123.008,0
0.897,0.612,11,-10.489,1,0.211,0.0297,0.18600000000000005,0.0894,0.767,102.305,1
0.728,0.454,0,-9.281,1,0.0278,0.512,1.39e-06,0.0831,0.32299999999999995,130.368,0
0.5710000000000001,0.8370000000000001,0,-5.604,1,0.0377,0.165,5.12e-06,0.17,0.713,141.66,1
0.5820000000000001,0.72,10,-9.722,0,0.231,0.0127,0.0353,0.363,0.541,89.273,1
0.6970000000000001,0.474,9,-6.6629999999999985,1,0.0351,0.603,0.0,0.11,0.249,127.904,0